0-49	0-49	50-56	50-56	57-59	57-59	60-62	60-62	63-65	63-65	66-68	66-68	69-71	69-71	72-74	72-74	75-77	75-77	78-80	78-80	81-100	81-100
71	18	71	18	71	18	71	18	71	18	71	18	71	18	71	18	71	18	71	18	71	18
72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18
73	18	73	18	73	18	73	18	73	18	73	18	73	18	73	18	73	18	73	18	73	18
74	18	74	18	74	18	74	18	74	18	74	18	74	18	74	18	74	18	74	18	74	18
75	18	75	18	75	18	75	18	75	18	75	18	75	18	75	18	75	18	75	18	75	18
76	18	76	18	76	18	76	18	76	18	76	18	76	18	76	18	76	18	76	18	76	18
77	18	77	18	77	18	77	18	77	18	77	18	77	18	77	18	77	18	77	18	77	18
78	18	78	18	78	18	78	18	78	18	78	18	78	18	78	18	78	18	78	18	78	18
79	18	79	18	79	18	79	18	79	18	79	18	79	18	79	18	79	18	79	18	79	18
80	18	80	18	80	18	80	18	80	18	80	18	80	18	80	18	80	18	80	18	80	18
81	18	81	18	81	18	81	18	81	18	81	18	81	18	81	18	81	18	81	18	81	18
82	18	82	18	82	18	82	18	82	18	82	18	82	18	82	18	82	18	82	18	82	18
83	18	83	18	83	18	83	18	83	18	83	18	83	18	83	18	83	18	83	18	83	18
84	18	84	18	84	18	84	18	84	18	84	18	84	18	84	18	84	18	84	18	84	18
85	18	85	18	85	18	85	18	85	18	85	18	85	18	85	18	85	18	85	18	85	18
86	18	86	18	86	18	86	18	86	18	86	18	86	18	86	18	86	18	86	18	86	18
87	18	87	18	87	18	87	18	87	18	87	18	87	18	87	18	87	18	87	18	87	18
88	18	88	18	88	18	88	18	88	18	88	18	88	18	88	18	88	18	88	18	88	18
89	18	89	18	89	18	89	18	89	18	89	18	89	18	89	18	89	18	89	18	89	18
90	18	90	18	90	18	90	18	90	18	90	18	90	18	90	18	90	18	90	18	90	18
91	18	91	18	91	18	91	18	91	18	91	18	91	18	91	18	91	18	91	18	91	18
92	18	92	18	92	18	92	18	92	18	92	18	92	18	92	18	92	18	92	18	92	18
93	18	93	18	93	18	93	18	93	18	93	18	93	18	93	18	93	18	93	18	93	18
94	18	94	18	94	18	94	18	94	18	94	18	94	18	94	18	94	18	94	18	94	18
95	18	95	18	95	18	95	18	95	18	95	18	95	18	95	18	95	18	95	18	95	18
96	18	96	18	96	18	96	18	96	18	96	18	96	18	96	18	96	18	96	18	96	18
97	18	97	18	97	18	97	18	97	18	97	18	97	18	97	18	97	18	97	18	97	18
98	18	98	18	98	18	98	18	98	18	98	18	98	18	98	18	98	18	98	18	98	18
99	18	99	18	99	18	99	18	99	18	99	18	99	18	99	18	99	18	99	18	99	18
100	18	100	18	100	18	100	18	100	18	100	18	100	18	100	18	100	18	100	18	100	18
